Name,Age,Season,PA,wRC+,K%,BB%,ISO,PlayerId
"Alfredo Amezaga",34,2012,439,88.01447243180134,0.136674259,0.08428246,0.09798995,"1"
"Alfredo Amezaga",33,2011,277,95.87633967756403,0.129963898,0.10469314,0.138075314,"1"
"Cliff Brumbaugh",36,2010,85,107.78319547570254,0.235294117,0.129411764,0.219178082,"1001582"
"Matias Carrillo Sr.",44,2007,252,96.78507334365887,0.059523809,0.075396825,0.132743363,"1001993"
"Matias Carrillo Sr.",45,2008,214,129.94712370061558,0.084112149,0.116822429,0.12568306,"1001993"
"Pedro Castellano",37,2007,90,117.56862897178894,0.166666666,0.122222222,0.146666667,"1002056"
"Pedro Castellano",38,2008,428,163.43153193460765,0.112149532,0.116822429,0.161725068,"1002056"
"Pedro Castellano",39,2009,417,112.4563914503531,0.146282973,0.083932853,0.142857143,"1002056"
"Pedro Castellano",40,2010,413,137.64791510728543,0.142857142,0.111380145,0.156862745,"1002056"
"Pedro Castellano",42,2012,213,119.17715360971681,0.150234741,0.07511737,0.182291667,"1002056"
"Pedro Castellano",41,2011,283,103.38562846852409,0.176678445,0.091872791,0.134693878,"1002056"
"Pedro Castellano",37,2007,362,120.43644092068975,0.132596685,0.077348066,0.226006192,"1002056"
"Edgard Clemente",33,2009,140,160.70704984256173,0.135714285,0.142857142,0.245762712,"1002337"
"Edgard Clemente",34,2010,91,150.52293970681464,0.164835164,0.098901098,0.220779221,"1002337"
"Edgard Clemente",33,2009,254,114.01046162507569,0.208661417,0.125984251,0.207373272,"1002337"
"Edgard Clemente",36,2012,114,127.3618657443901,0.219298245,0.105263157,0.252525252,"1002337"
"Tike Redman",33,2010,276,153.9694855598002,0.057971014,0.177536231,0.154545455,"1003"
"Tike Redman",34,2011,311,93.1580694191539,0.10289389,0.144694533,0.058365758,"1003"
"Tike Redman",32,2009,65,70.7209516227674,0.123076923,0.123076923,0.018181818,"1003"
"Tike Redman",30,2007,336,120.9800831047581,0.071428571,0.095238095,0.111486486,"1003"
"Tike Redman",31,2008,527,104.75136894660118,0.09487666,0.091081593,0.07775378,"1003"
"Edwin Diaz",32,2007,249,108.61463648689045,0.120481927,0.032128514,0.164556962,"1003266"
"Jose Fernandez",35,2010,249,151.5954355254832,0.088353413,0.112449799,0.246445498,"1003998"
"Pokey Reese",35,2008,79,12.152479822589731,0.227848101,0.025316455,0.056338028,"1004"
"Wil Myers",21,2012,439,133.9146666462718,0.223234624,0.102505694,0.25,"10047"
"Grant Green",24,2012,562,111.54574730825063,0.133451957,0.058718861,0.162213741,"10053"
"Alex White",23,2012,11,6.5338133523398945,0.272727272,0,0.1,"10054"
"Brooks Raley",24,2012,20,36.38861459972228,0.3,0.1,0.058823529,"10061"
"Robin Jennings",35,2007,112,99.8673000917109,0.125,0.0625,0.201923076,"1006397"
"Manny Martinez",37,2008,310,117.9294865859134,0.141935483,0.096774193,0.126394052,"1008182"
"Manny Martinez",36,2007,99,118.82886709668274,0.191919191,0.171717171,0.158536586,"1008182"
"Manny Martinez",37,2008,104,99.0948204148066,0.182692307,0.134615384,0.068965517,"1008182"
"Manny Martinez",36,2007,337,87.42128002276534,0.112759643,0.089020771,0.106666667,"1008182"
"Roberto Mejia",35,2007,120,72.6466198766964,0.233333333,0.058333333,0.107142857,"1008741"
"Noe Munoz",39,2007,339,99.82099961369896,0.1179941,0.126843657,0.118466899,"1009329"
"Noe Munoz",40,2008,376,122.24560542782112,0.109042553,0.106382978,0.105590062,"1009329"
"Noe Munoz",41,2009,419,117.52500355568738,0.102625298,0.105011933,0.128065395,"1009329"
"Noe Munoz",42,2010,268,74.06092852738156,0.108208955,0.115671641,0.073275862,"1009329"
"Noe Munoz",43,2011,215,54.37788639748696,0.162790697,0.120930232,0.136612022,"1009329"
"Noe Munoz",44,2012,225,97.1901988989762,0.151111111,0.124444444,0.063157895,"1009329"
"Melvin Nieves",36,2008,22,3.940677011274913,0.545454545,0.136363636,0.052631579,"1009595"
"Willis Otanez",38,2011,401,145.58026297567594,0.124688279,0.132169576,0.239067056,"1009889"
"Willis Otanez",39,2012,307,114.68221144486009,0.146579804,0.110749185,0.179775281,"1009889"
"Willis Otanez",36,2009,446,144.16077958372338,0.103139013,0.143497757,0.232432433,"1009889"
"Willis Otanez",37,2010,394,152.88660235047513,0.093908629,0.124365482,0.189349112,"1009889"
"Willis Otanez",34,2007,429,173.1679714702768,0.121212121,0.123543123,0.234332425,"1009889"
"Willis Otanez",35,2008,363,120.17671654425,0.121212121,0.099173553,0.151419558,"1009889"
"Willis Otanez",39,2012,127,99.28869660183234,0.141732283,0.149606299,0.177570094,"1009889"
"Willis Otanez",35,2008,102,74.78411416691365,0.098039215,0.166666666,0.060240964,"1009889"
"Dustin Ackley",22,2010,237,101.06984951349733,0.160337552,0.084388185,0.16509434,"10099"
"Dustin Ackley",23,2011,331,135.1791340698096,0.114803625,0.166163141,0.184501845,"10099"
"George Lombard",32,2008,29,179.80227184516565,0.310344827,0.034482758,0.37037037,"101"
"George Lombard",32,2008,51,42.067971480312224,0.274509803,0.137254901,0.11627907,"101"
"George Lombard",31,2007,148,98.6586040166022,0.283783783,0.108108108,0.141732283,"101"
"George Lombard",33,2009,22,158.15695018370934,0.318181818,0.09090909,0.157894737,"101"
"Robert Perez",38,2007,412,126.91126820132256,0.094660194,0.070388349,0.226666667,"1010186"
"Robert Perez",39,2008,452,118.42655640852229,0.108407079,0.077433628,0.175609756,"1010186"
"Robert Perez",40,2009,306,94.36221424832023,0.117647058,0.032679738,0.139372822,"1010186"
"Robert Perez",40,2009,118,107.57497381002909,0.152542372,0.06779661,0.203703703,"1010186"
"Jeremy Powell",33,2009,12,-27.764032638792674,0.416666666,0.083333333,0,"1010490"
"Jeremy Powell",34,2010,22,-58.720473714020244,0.272727272,0,0,"1010490"
"Kip Wells",35,2012,15,-26.958683335660034,0.4,0,0.076923077,"1012"
"Dave Williams",28,2007,12,-30.081433307646346,0.75,0.083333333,0,"1013"
"Jorge Toca",32,2007,50,62.338626917898765,0.06,0.06,0.108695652,"1013093"
"Mario Valdez",32,2007,330,168.01965793219188,0.112121212,0.163636363,0.165413533,"1013314"
"Mario Valdez",33,2008,305,122.50912610857199,0.101639344,0.137704918,0.201550388,"1013314"
"Mario Valdez",34,2009,313,118.71944207885932,0.083067092,0.143769968,0.157088123,"1013314"
"Mario Valdez",35,2010,190,146.01343445585695,0.115789473,0.110526315,0.246913581,"1013314"
"Mario Valdez",36,2011,79,132.43391326809757,0.126582278,0.11392405,0.352941176,"1013314"
"Mario Valdez",37,2012,229,145.42502501886025,0.170305676,0.104803493,0.22,"1013314"
"Pedro Valdes",36,2009,438,176.62258454227444,0.075342465,0.210045662,0.216216216,"1013315"
"Pedro Valdes",37,2010,164,99.55126119331202,0.054878048,0.12804878,0.166666667,"1013315"
"Pedro Valdes",38,2011,42,61.450259330995614,0.119047619,0.166666666,0.090909091,"1013315"
"Pedro Valdes",37,2010,272,172.88504658860785,0.073529411,0.165441176,0.251121076,"1013315"
"Pedro Valdes",38,2011,207,140.49969769364853,0.057971014,0.193236714,0.219512195,"1013315"
"Pedro Valdes",35,2008,430,152.1634100729192,0.072093023,0.15116279,0.211699164,"1013315"
"Guillermo Velasquez",39,2007,114,42.35667370252115,0.184210526,0.105263157,0.089108911,"1013396"
"Guillermo Velasquez",39,2007,185,44.892442137108745,0.178378378,0.075675675,0.102409638,"1013396"
"Wilton Veras",30,2008,187,101.87060359243094,0.042780748,0.053475935,0.080924856,"1013405"
"Derrick White",37,2007,440,166.40615261071105,0.104545454,0.145454545,0.231404959,"1013863"
"Derrick White",38,2008,308,174.93807623944912,0.129870129,0.126623376,0.242424242,"1013863"
"Derrick White",39,2009,315,112.89454531015993,0.139682539,0.098412698,0.15658363,"1013863"
"Derrick White",39,2009,130,177.21038003597687,0.092307692,0.115384615,0.283185841,"1013863"
"Julio Zuleta",34,2009,149,73.5085495657947,0.255033557,0.073825503,0.157894737,"1014462"
"Craig Wilson",31,2008,251,102.68525844862542,0.239043824,0.083665338,0.165898618,"1015"
"Craig Wilson",30,2007,69,49.08965335220626,0.405797101,0.101449275,0.081967213,"1015"
"Craig Wilson",31,2008,207,141.62235202062533,0.246376811,0.111111111,0.270114943,"1015"
"Mike Trout",20,2012,93,169.75636866795912,0.17204301,0.118279569,0.220779221,"10155"
"Nick Franklin",21,2012,296,92.96301904264625,0.229729729,0.081081081,0.172284645,"10166"
"Jack Wilson",34,2012,72,31.614573678573542,0.125,0.055555555,0.0625,"1017"
"Jack Wilson",30,2008,12,105.49625465928303,0.083333333,0,0.083333333,"1017"
"Jack Wilson",32,2010,34,101.29011143778379,0.058823529,0.029411764,0.151515151,"1017"
"Kevin Barker",32,2008,468,116.19824598248687,0.209401709,0.117521367,0.213032581,"1019"
"Kevin Barker",33,2009,417,149.8537968383594,0.191846522,0.129496402,0.265536723,"1019"
"Kevin Barker",34,2010,320,143.07793841416745,0.109375,0.171875,0.218390805,"1019"
"Kevin Barker",31,2007,553,112.57034633524164,0.215189873,0.133815551,0.165957446,"1019"
"Kevin Barker",35,2011,373,142.9235795804343,0.168900804,0.150134048,0.234177215,"1019"
"Shelby Miller",21,2012,33,-67.24959488508068,0.454545454,0.06060606,0,"10197"
"Sean Burroughs",26,2007,16,85.90707234954297,0.1875,0.1875,0.083333334,"1021"
"Sean Burroughs",31,2012,240,86.22512521357145,0.104166666,0.066666666,0.076923077,"1021"
"Sean Burroughs",30,2011,110,151.2160573342502,0.072727272,0.063636363,0.205882353,"1021"
"Jose Iglesias",21,2011,387,53.9833723608525,0.149870801,0.054263565,0.033613446,"10231"
"Jose Iglesias",22,2012,396,78.76861883525439,0.116161616,0.068181818,0.039660057,"10231"
"Aroldis Chapman",22,2010,11,165.47955779601682,0.454545454,0.09090909,0.1,"10233"
"Cesar Crespo",28,2007,391,78.92027101416247,0.173913043,0.0971867,0.073529411,"1024"
"Brandon Belt",22,2010,61,141.37920518291327,0.245901639,0.213114754,0.333333334,"10264"
"Brandon Belt",23,2011,212,145.05525004180978,0.221698113,0.198113207,0.218181818,"10264"
"Hector Sanchez",21,2011,168,60.91675539187757,0.13095238,0.077380952,0.078431373,"10289"
"Hector Sanchez",22,2012,15,-78.76140647371692,0.066666666,0,0,"10289"
"Adam Eaton",31,2009,20,-100,0.4,0,0,"1029"
"Eury Perez",22,2012,173,114.81070468420069,0.150289017,0.046242774,0.056603773,"10299"
"Wiki Gonzalez",33,2007,253,96.45969295376521,0.075098814,0.059288537,0.161702127,"1033"
"D'Angelo Jimenez",30,2008,352,79.7530249251436,0.096590909,0.119318181,0.108910891,"1038"
"D'Angelo Jimenez",29,2007,204,188.35608295464118,0.093137254,0.151960784,0.222222222,"1038"
"D'Angelo Jimenez",32,2010,341,166.54018625011025,0.123167155,0.184750733,0.186813187,"1038"
"D'Angelo Jimenez",33,2011,140,139.76132338702212,0.135714285,0.192857142,0.133928571,"1038"
"D'Angelo Jimenez",34,2012,81,112.35095238128092,0.074074074,0.172839506,0.029850747,"1038"
"D'Angelo Jimenez",32,2010,265,78.78586182308005,0.181132075,0.101886792,0.155844155,"1038"
"D'Angelo Jimenez",31,2009,459,126.46535976042084,0.087145969,0.187363834,0.130790191,"1038"
"D'Angelo Jimenez",33,2011,43,119.59631761382856,0.162790697,0.186046511,0.057142857,"1038"
"Mark Kotsay",31,2007,44,95.8506374400733,0.022727272,0.159090909,0.027027027,"1042"
"Mark Kotsay",33,2009,34,67.69225278313141,0.029411764,0,0.03030303,"1042"
"Brian Lawrence",31,2007,28,-16.422440528674347,0.142857142,0,0,"1045"
"Brian Lawrence",34,2010,34,-73.8676861111576,0.294117647,0,0,"1045"
"Adeiny Hechavarria",22,2011,116,136.46857460375506,0.181034482,0.068965517,0.148148149,"10459"
"Adeiny Hechavarria",23,2012,490,97.45111298899887,0.175510204,0.07755102,0.112866817,"10459"
"Danny Dorn",24,2009,396,117.74437440729537,0.196969696,0.075757575,0.18207283,"1050"
"Danny Dorn",25,2010,319,154.83010216699395,0.253918495,0.119122257,0.243636364,"1050"
"Danny Dorn",26,2011,494,100.70187867996705,0.269230769,0.072874493,0.191964285,"1050"
"Danny Dorn",27,2012,262,97.71359900741248,0.248091603,0.106870229,0.163716814,"1050"
"Danny Dorn",27,2012,194,141.56172800992115,0.221649484,0.113402061,0.203592815,"1050"
"Rocky Gale",23,2011,12,45.6581491469617,0.083333333,0,0.166666666,"10533"
"Rocky Gale",24,2012,131,0.6900550423756684,0.167938931,0.045801526,0.048780488,"10533"
"Dennis Tankersley",29,2008,17,14.899882654431826,0.294117647,0.117647058,0,"1054"
"Cesar Hernandez",22,2012,129,56.288287037482654,0.085271317,0.031007751,0.049586777,"10556"
"Brett Tomko",39,2012,11,-60.282339234055854,0.181818181,0,0,"1056"
"Ramon Vazquez",33,2010,64,132.67753429441618,0.125,0.140625,0.111111111,"1058"
"Ramon Vazquez",34,2011,150,84.48931679594895,0.186666666,0.12,0.045801527,"1058"
"Ramon Vazquez",30,2007,161,105.58035408964157,0.167701863,0.149068322,0.151515152,"1058"
"Ramon Vazquez",34,2011,90,80.3243690178271,0.088888888,0.111111111,0.075,"1058"
"Ramon Vazquez",33,2010,138,58.76731880814623,0.173913043,0.065217391,0.104,"1058"
"Ramon Vazquez",34,2011,33,23.95526024550666,0.09090909,0.09090909,0.034482758,"1058"
"Joey Terdoslavich",23,2012,215,42.296125284235025,0.232558139,0.088372093,0.082474226,"10593"
"Kevin Walker",30,2007,21,40.839651092063775,0.142857142,0,0.105263158,"1060"
"Bryce Brentz",23,2012,18,-21.672407202550257,0.333333333,0.055555555,0,"10607"
"Zach Walters",22,2012,105,48.93531490812905,0.266666666,0.057142857,0.071428571,"10622"
"Rob Brantly",22,2012,139,64.22689745687869,0.179856115,0.050359712,0.030769231,"10655"
"Rob Brantly",22,2012,54,152.58532494309839,0.166666666,0.018518518,0.192307692,"10655"
"Bret Boone",39,2008,55,82.26243762463858,0.2,0.109090909,0.086956521,"1067"
"Damian Moss",31,2008,13,-27.37346093298303,0.384615384,0,0.111111111,"107"
"Damian Moss",32,2009,10,-49.98583988269073,0.3,0,0,"107"
"Mike Cameron",37,2010,19,150.94585112538599,0.210526315,0.210526315,0.285714286,"1070"
"Mike Cameron",35,2008,18,88.84763296174901,0.222222222,0.166666666,0.2,"1070"
"Ben Davis",30,2007,121,32.62669650972292,0.198347107,0.082644628,0.063636363,"1074"
"Ben Davis",31,2008,65,11.615683672405144,0.261538461,0,0.078125,"1074"
"Carlos Guillen",34,2010,20,177.53778582253435,0.2,0.1,0.333333333,"1079"
"Carlos Guillen",35,2011,55,164.96093107635397,0.181818181,0.109090909,0.183673469,"1079"
"Tyler Saladino",22,2012,55,60.491629557973134,0.29090909,0.072727272,0.040816327,"10807"
"Jedd Gyorko",23,2012,408,137.63888027291915,0.166666666,0.083333333,0.260162601,"10816"
"Kenny Kelly",28,2007,281,101.47170498841822,0.21708185,0.106761565,0.138211383,"1084"
"Julio Mateo",30,2008,11,-100,0.454545454,0,0,"1087"
"Darren Ford",25,2011,76,42.686724752775184,0.302631578,0.052631578,0.112676056,"109"
"Darren Ford",26,2012,329,92.68985443182207,0.185410334,0.069908814,0.111842106,"109"
"Scott Podsednik",35,2011,71,78.98643593975225,0.126760563,0.14084507,0.101694915,"1095"
"Scott Podsednik",31,2007,87,115.5157935921548,0.172413793,0.114942528,0.109589041,"1095"
"Scott Podsednik",33,2009,49,106.63999212374654,0.102040816,0.102040816,0.095238096,"1095"
"Scott Podsednik",36,2012,102,94.39364841439047,0.12745098,0.078431372,0.078651685,"1095"
"Scott Podsednik",32,2008,19,150.1953416793331,0,0.157894736,0,"1095"
"Scott Podsednik",35,2011,59,84.64421299308694,0.254237288,0.050847457,0.150943397,"1095"
"Scott Podsednik",36,2012,85,45.15836264751134,0.14117647,0.094117647,0.013157894,"1095"
"Desi Relaford",33,2007,364,94.1612114988926,0.148351648,0.112637362,0.123417722,"1096"
"Darin Erstad",33,2007,52,-7.170368503594006,0.269230769,0.096153846,0,"11"
"Kevin Kiermaier",22,2012,12,150.71192129557406,0.083333333,0.25,0,"11038"
"Pedro Feliz",36,2011,92,25.54344806266615,0.141304347,0,0.152173913,"1112"
"John Gast",23,2012,32,-34.44014143715448,0.375,0,0,"11133"
"Christian Colon",23,2012,21,159.02095343104182,0.047619047,0.095238095,0.235294118,"11145"
"Edwards Guzman",30,2007,120,70.08537825720336,0.058333333,0.175,0.06122449,"1115"
"Edwards Guzman",31,2008,279,130.5174427971604,0.032258064,0.143369175,0.11965812,"1115"
"Edwards Guzman",30,2007,114,158.8885472622921,0.043859649,0.070175438,0.174757281,"1115"
"Marco Estrada",24,2008,18,73.24413439350215,0.277777777,0.055555555,0,"1118"
"Marco Estrada",25,2009,18,-61.6340167459338,0.333333333,0.055555555,0,"1118"
"Ramon Martinez",34,2007,18,145.37714151149083,0.055555555,0.222222222,0.071428571,"1120"
"Ramon Martinez",35,2008,115,84.80126730463003,0.052173913,0.078260869,0.128712872,"1120"
"Ramon Martinez",36,2009,35,97.58354566892618,0.142857142,0.114285714,0.032258065,"1120"
"Ramon Martinez",35,2008,102,84.3812214030542,0.107843137,0.117647058,0.011627907,"1120"
"Kole Calhoun",24,2012,463,117.0041859515857,0.190064794,0.095032397,0.209756098,"11200"
"Adam Eaton",23,2012,562,146.59264805840908,0.120996441,0.094306049,0.157786886,"11205"
"Cody Ransom",31,2007,563,106.73602586260482,0.23268206,0.092362344,0.236580517,"1126"
"Cody Ransom",32,2008,481,127.47554027869985,0.239085239,0.103950103,0.226950355,"1126"
"Cody Ransom",33,2009,120,122.69048676510268,0.183333333,0.158333333,0.1875,"1126"
"Cody Ransom",34,2010,443,116.15942978603937,0.243792325,0.090293453,0.205583757,"1126"
"Cody Ransom",35,2011,432,133.91569603667764,0.217592592,0.127314814,0.311827957,"1126"
"Cody Ransom",36,2012,40,125.6387831504737,0.35,0.15,0.235294117,"1126"
"Bryan Holaday",24,2012,282,80.95836125169666,0.152482269,0.078014184,0.08,"11287"
"Steven Lerud",25,2010,28,50.97605956861305,0.214285714,0.25,0.047619047,"113"
"Jason Schmidt",36,2009,10,43.366647612656266,0.3,0.1,0,"1131"
"Tyler Lyons",24,2012,15,58.82986621677328,0.466666666,0.066666666,0.076923077,"11334"
"Yorvit Torrealba",30,2009,16,42.77031196739717,0,0.0625,0,"1135"
"Carlos Rivero",24,2012,498,115.71801520698088,0.174698795,0.06626506,0.131868132,"1136"
"Carlos Rivero",23,2011,30,75.25753748993625,0.2,0.033333333,0.259259259,"1136"
"Yasmani Grandal",22,2011,18,274.3372766428735,0.055555555,0.277777777,0.166666666,"11368"
"Yasmani Grandal",23,2012,235,142.81663661152976,0.14893617,0.157446808,0.18556701,"11368"
"Matthew den Dekker",24,2012,317,65.48776633509338,0.283911671,0.044164037,0.152542372,"11385"
"Josh Butler",25,2010,15,-35.86022196548955,0.4,0,0,"1141"
"Josh Butler",26,2011,39,-20.95160180258822,0.23076923,0.102564102,0.030303031,"1141"
"Rick Ankiel",27,2007,423,116.3143886622029,0.212765957,0.059101654,0.300771208,"1142"
"Rick Ankiel",30,2010,68,90.66460584169225,0.279411764,0.014705882,0.268656716,"1142"
"Yunesky Maya",29,2011,17,-17.639967971734894,0.176470588,0.058823529,0,"11420"
"Yunesky Maya",30,2012,19,-83.08968667855233,0.210526315,0,0,"11420"
"Drew Pomeranz",23,2012,11,-15.626185612656228,0.454545454,0,0,"11426"
"Robert Coello",26,2011,18,-5.912742792587837,0.5,0.055555555,0.066666667,"1149"
"Mike DiFelice",39,2008,236,52.99694532410375,0.224576271,0.063559322,0.101382489,"1151"
"Mike DiFelice",38,2007,272,94.81416470309325,0.224264705,0.073529411,0.120967742,"1151"
"Tsuyoshi Nishioka",26,2011,14,137.43454663201766,0.071428571,0.142857142,0.083333333,"11531"
"Tsuyoshi Nishioka",27,2012,431,75.63939871904691,0.122969837,0.074245939,0.06632653,"11531"
"Bryce Harper",19,2012,84,93.21768235871633,0.166666666,0.107142857,0.121621621,"11579"
"Andrew Romine",25,2011,438,76.57248356932274,0.198630136,0.102739726,0.065616797,"1159"
"Andrew Romine",26,2012,388,80.81171501993981,0.118556701,0.06185567,0.105413106,"1159"
"Yolmer Sanchez",20,2012,39,51.60568911659579,0.153846153,0,0.051282051,"11602"
"Chris Valaika",23,2009,392,65.21636684565193,0.193877551,0.040816326,0.109289618,"1165"
"Chris Valaika",24,2010,459,96.70472808616877,0.156862745,0.041394335,0.103773584,"1165"
"Chris Valaika",25,2011,453,77.67760965429088,0.143487858,0.046357615,0.09352518,"1165"
"Chris Valaika",26,2012,316,65.85399984504397,0.199367088,0.047468354,0.12371134,"1165"
"Matt Harvey",23,2012,17,82.50946726368656,0.294117647,0,0.2,"11713"
"Kerry Robinson",33,2007,29,60.200513863102444,0.137931034,0.034482758,0.071428571,"1179"
"Leonys Martin",23,2011,192,58.48191543009309,0.125,0.057291666,0.051428572,"11846"
"Leonys Martin",24,2012,260,160.89207302485863,0.15,0.092307692,0.251082251,"11846"
"So Taguchi",39,2009,304,88.7652258976096,0.105263157,0.105263157,0.085271318,"1186"
"Steve Torrealba",31,2009,101,104.19828967262343,0.188118811,0.0990099,0.146067415,"119"
"Chris Johnson",23,2008,107,32.8339973493632,0.233644859,0.046728971,0.06930693,"1191"
"Chris Johnson",24,2009,412,101.24245977509692,0.218446601,0.050970873,0.1796875,"1191"
"Chris Johnson",25,2010,163,126.5627862106907,0.141104294,0.055214723,0.241610738,"1191"
"Chris Johnson",26,2011,94,113.6316928660705,0.265957446,0.106382978,0.234567901,"1191"
"Brent Abernathy",29,2007,393,85.27882686461155,0.094147582,0.089058524,0.071428572,"1192"
"Emil Brown",34,2009,168,111.2030076591864,0.160714285,0.113095238,0.171232877,"1197"
"Emil Brown",34,2009,132,77.68358299039382,0.219696969,0.045454545,0.104,"1197"
"Carl Crawford",30,2012,13,110.23465753474508,0.076923076,0.076923076,0,"1201"
"Sal Fasano",36,2008,92,58.01127791002955,0.239130434,0.054347826,0.13253012,"1205"
"Sal Fasano",37,2009,231,48.91996811451546,0.272727272,0.043290043,0.113207547,"1205"
"Sal Fasano",35,2007,163,115.88580873360185,0.202453987,0.036809815,0.193103448,"1205"
"Ryan Freel",31,2007,36,119.76794705126251,0.055555555,0.083333333,0.06060606,"1207"
"Ryan Freel",33,2009,28,194.86738334387928,0.142857142,0.107142857,0.166666667,"1207"
"Toby Hall",31,2007,21,134.175873818403,0.142857142,0.095238095,0.315789474,"1210"
"Paul Hoover",31,2007,105,90.64245709350739,0.171428571,0.066666666,0.21875,"1212"
"Paul Hoover",32,2008,193,62.342649456311094,0.227979274,0.07253886,0.148571429,"1212"
"Paul Hoover",33,2009,281,88.41209295258149,0.234875444,0.103202846,0.085714286,"1212"
"Paul Hoover",34,2010,286,85.71731351418744,0.227272727,0.09090909,0.098039216,"1212"
"Aubrey Huff",35,2012,14,-1.415102319894567,0.071428571,0.071428571,0,"1213"
"Russ Johnson",34,2007,361,108.95025149076088,0.085872576,0.10803324,0.126582279,"1216"
"Jason Smith",31,2009,285,37.63197282187362,0.29122807,0.045614035,0.106870229,"1227"
"Jason Smith",30,2008,459,84.3729029595789,0.278867102,0.050108932,0.222222222,"1227"
"Jason Smith",29,2007,57,111.17030128449284,0.298245614,0,0.25925926,"1227"
"Jorge Sosa",33,2010,13,-5.475244123691275,0.538461538,0,0.076923077,"1228"
"Jason Tyner",31,2008,279,67.41568211744008,0.071684587,0.100358422,0.050420168,"1232"
"Jason Tyner",31,2008,79,98.52469003418354,0.075949367,0.101265822,0.043478261,"1232"
"Jason Tyner",32,2009,72,26.10591891714821,0.152777777,0.055555555,0.03125,"1232"
"Jason Tyner",32,2009,24,-28.132847757514757,0.083333333,0.083333333,0,"1232"
"Victor Zambrano",32,2008,10,-77.3057106369577,0.4,0,0,"1237"
"Tony Batista",33,2007,120,140.65531042933802,0.133333333,0.066666666,0.252336448,"124"
"Tony Batista",34,2008,66,56.46224252422923,0.136363636,0.06060606,0.080645161,"124"
"Frank Catalanotto",33,2007,16,176.13859912592568,0.0625,0.125,0.153846154,"1241"
"R.A. Dickey",32,2007,43,-38.99948540947782,0.139534883,0.023255813,0.027777777,"1245"
"Adam Ottavino",23,2009,37,16.095628445135272,0.459459459,0.081081081,0,"1247"
"Adam Ottavino",24,2010,11,74.67372957987101,0.09090909,0.181818181,0,"1247"
"Adam Ottavino",25,2011,37,-26.235965983286924,0.378378378,0.027027027,0,"1247"
"Mike Lamb",33,2009,466,81.08239322833016,0.072961373,0.045064377,0.109090909,"1258"
"Mike Lamb",35,2011,221,129.22739499452283,0.131221719,0.058823529,0.172413793,"1258"
"Mike Lamb",34,2010,239,124.90276589535338,0.071129707,0.087866108,0.131455399,"1258"
"Ryan Ludwick",28,2007,121,151.0956931192827,0.165289256,0.082644628,0.301886792,"1260"
"Ryan Ludwick",31,2010,11,182.40120058285635,0.272727272,0,0.777777778,"1260"
"Ryan Ludwick",32,2011,16,228.98860776398467,0.125,0.1875,0.307692308,"1260"
"Kevin Mench",30,2008,122,102.19257195730869,0.090163934,0.090163934,0.181818182,"1261"
"Kevin Mench",30,2008,77,83.73345455890578,0.181818181,0.038961038,0.108108108,"1261"
"Kevin Mench",32,2010,326,79.17397878892845,0.092024539,0.107361963,0.088967971,"1261"
"Chan Ho Park",34,2007,22,-4.862370022964496,0.409090909,0.045454545,0,"1267"
"Chan Ho Park",34,2007,13,134.38420423300147,0.23076923,0,0.090909091,"1267"
"Trevor Bauer",21,2012,19,-38.164109197284,0.315789473,0.052631578,0,"12703"
"Larry Bigbie",29,2007,146,137.80756879754358,0.164383561,0.123287671,0.182539682,"128"
"Larry Bigbie",29,2007,208,86.10854612525827,0.182692307,0.096153846,0.112903225,"128"
"Jose Cruz Jr.",33,2007,71,110.47150836583386,0.169014084,0.126760563,0.112903226,"1296"
"Carlos Delgado",38,2010,15,33.55589866015917,0.4,0,0,"1297"
"Ken Huckaby",36,2007,251,49.82745558964924,0.207171314,0.039840637,0.033755274,"1306"
"Ken Huckaby",37,2008,37,7.246725448928037,0.189189189,0,0,"1306"
"Orlando Hudson",34,2012,17,105.34651743040551,0.117647058,0.058823529,0.0625,"1307"
"Felipe Lopez",31,2011,207,122.66525259831154,0.198067632,0.06763285,0.168421053,"1311"
"Felipe Lopez",31,2011,17,115.961495743266,0.058823529,0.235294117,0,"1311"
"Yoenis Cespedes",26,2012,11,133.8781710573667,0.09090909,0.09090909,0,"13110"
"Chad Mottola",35,2007,444,110.65999320947762,0.175675675,0.074324324,0.2,"1315"
"Josh Phelps",30,2008,528,135.4015298956706,0.206439393,0.106060606,0.277657267,"1318"
"Josh Phelps",32,2010,21,19.826547704969904,0.333333333,0,0.142857143,"1318"
"Pedro Swann",36,2007,262,89.39620624300065,0.20610687,0.064885496,0.130252101,"1323"
"Vernon Wells",33,2012,28,129.92020198290493,0.214285714,0,0.269230769,"1326"
"Jayson Werth",33,2012,27,110.26607739049514,0.185185185,0.222222222,0.095238095,"1327"
"Chris Woodward",35,2011,469,94.57029311140091,0.149253731,0.08315565,0.177725119,"1329"
"Chris Woodward",36,2012,341,82.54184454300277,0.170087976,0.061583577,0.106796116,"1329"
"Chris Woodward",33,2009,197,109.30054626606427,0.152284263,0.0964467,0.09770115,"1329"
"Chris Woodward",34,2010,453,68.21472871703621,0.161147902,0.08830022,0.097256858,"1329"
"Chris Woodward",33,2009,37,14.242493169775853,0.189189189,0.135135135,0,"1329"
"Chris Woodward",32,2008,263,88.38801723167941,0.106463878,0.076045627,0.11965812,"1329"
"Chris Woodward",32,2008,71,49.528905463683785,0.197183098,0.084507042,0.031746032,"1329"
